Dataset,Accuracy Mean,Accuracy Std,F1 Mean,F1 Std
ACSF1,0.884,0.00489897948556636,0.8826459999999999,0.004796192656680914
Adiac,0.787212,0.01366621878940918,0.7661340000000001,0.008707464843454707
AllGestureWiimoteX,0.6514260000000001,0.005925799861622052,0.6375500000000001,0.005937157569072937
AllGestureWiimoteY,0.670856,0.006032659778240425,0.661802,0.006332946865401574
AllGestureWiimoteZ,0.6411439999999999,0.0077425308523763735,0.631474,0.007921852308645996
ArrowHead,0.8982840000000001,0.007582407533231112,0.898428,0.007571080239965772
BME,0.9466699999999999,1.1102230246251565e-16,0.9474599999999999,1.1102230246251565e-16
Beef,0.706666,0.024941888140235118,0.7022679999999999,0.029697096423724645
BeetleFly,0.95,0.0,0.94987,0.0
BirdChicken,0.9099999999999999,0.019999999999999976,0.9091659999999999,0.020352000000000016
CBF,0.993108,0.0004440000000000221,0.993104,0.0004520000000000302
Car,0.9,0.0,0.89452,0.0
Chinatown,0.9854199999999999,1.1102230246251565e-16,0.9819799999999999,1.1102230246251565e-16
ChlorineConcentration,0.7310420000000001,0.008606417140715424,0.689212,0.012942651042193812
CinCECGTorso,0.8617380000000001,0.003951847163036541,0.8615,0.0038048495371039324
Coffee,1.0,0.0,1.0,0.0
Computers,0.7487999999999999,0.008908422980528043,0.74866,0.00891322837135904
CricketX,0.7569239999999999,0.03183790483056321,0.753306,0.032074223045928954
CricketY,0.758972,0.006878890608230369,0.759234,0.005678840022398929
CricketZ,0.765642,0.03361342136706704,0.749544,0.03153812144056776
Crop,0.7020120000000001,0.00240111140932694,0.679654,0.0031970461366705254
DiatomSizeReduction,0.970586,0.005466975763619238,0.95928,0.004271271473460817
DistalPhalanxOutlineAgeGroup,0.674822,0.023817030377442087,0.6554719999999999,0.02838214607812452
DistalPhalanxOutlineCorrect,0.767392,0.0062322689287289445,0.747872,0.008102625253582924
DistalPhalanxTW,0.657554,0.021143995459704395,0.5022019999999999,0.009015824754286222
DodgerLoopDay,0.635,0.012247448713915901,0.613998,0.011175448805305327
DodgerLoopGame,0.89855,0.004585302607244172,0.897772,0.004699154817624153
DodgerLoopWeekend,0.98551,0.0,0.9815400000000001,1.1102230246251565e-16
ECG200,0.8800000000000001,0.006324555320336764,0.8651200000000001,0.007138935494875959
ECG5000,0.932046,0.0012197803080882823,0.597292,0.004116976560535641
ECGFiveDays,0.9976800000000001,1.1102230246251565e-16,0.9976800000000001,1.1102230246251565e-16
EOGHorizontalSignal,0.5524880000000001,0.012719288344872133,0.527802,0.012191546907591359
EOGVerticalSignal,0.475692,0.005899367423715861,0.42586599999999997,0.006024395737333329
Earthquakes,0.742444,0.016655901776847774,0.552846,0.03403916191682752
ElectricDevices,0.764128,0.003649709029498079,0.675238,0.006318627699113156
EthanolLevel,0.5252000000000001,0.009260669522232189,0.46303,0.015134388656301909
FaceAll,0.782842,0.0068490945386963644,0.827994,0.016293161264776094
FaceFour,0.961364,0.013634666992633134,0.96563,0.012231307370841448
FacesUCR,0.950732,0.000977003582388547,0.940042,0.0016202394884707728
FiftyWords,0.792966,0.0025615042455557195,0.65801,0.005314700367847643
Fish,0.935998,0.0075812014878909526,0.931862,0.007907956499627458
FordA,0.94091,0.0020333322404368875,0.9408280000000001,0.0020370704455172847
FordB,0.804692,0.001639016778437595,0.8046719999999998,0.0016451796254512876
FreezerRegularTrain,0.99523,0.00047476309881876237,0.99523,0.00047476309881876237
FreezerSmallTrain,0.9066659999999999,0.0034533033460731263,0.906506,0.003441933177736026
Fungi,0.03763,0.0,0.00403,0.0
GestureMidAirD1,0.676924,0.010879545211083036,0.6650400000000001,0.010006078152802921
GestureMidAirD2,0.6476900000000001,0.01491538266354569,0.637816,0.015768071029774056
GestureMidAirD3,0.34615399999999996,0.013760762478874493,0.31105,0.015069205685768569
GesturePebbleZ1,0.89535,0.0,0.88789,0.0
GesturePebbleZ2,0.8658239999999999,0.004736938251655817,0.8639039999999998,0.004789374071838612
GunPoint,0.99333,0.0,0.99333,0.0
GunPointAgeSpan,0.984812,0.0012639999999999763,0.9848039999999999,0.0012680000000000024
GunPointMaleVersusFemale,0.99684,0.0,0.9968299999999999,1.1102230246251565e-16
GunPointOldVersusYoung,0.9841300000000001,1.1102230246251565e-16,0.98407,0.0
Ham,0.67619,0.0060209766649606125,0.673964,0.006418537528128992
HandOutlines,0.927566,0.003972800523560155,0.9197919999999999,0.004423715180704982
Haptics,0.462988,0.008611616340734188,0.454774,0.009625297086324138
Herring,0.5843719999999999,0.02119566597208024,0.5639759999999999,0.02150969139713537
HouseTwenty,0.9479000000000001,0.006285984409780229,0.9456859999999999,0.006555893836846389
InlineSkate,0.424362,0.004240817845651934,0.428416,0.0037870019804589427
InsectEPGRegularTrain,0.787148,0.009835518084981577,0.757148,0.011798741288798556
InsectEPGSmallTrain,0.730922,0.01684768399513712,0.70882,0.012779622842635075
InsectWingbeatSound,0.6380779999999999,0.003155277483835618,0.628398,0.003413417056264885
ItalyPowerDemand,0.965404,0.0015807415981114903,0.965404,0.0015807415981114903
LargeKitchenAppliances,0.7898679999999999,0.011972056464952073,0.788906,0.012112637367642098
Lightning2,0.7672140000000001,0.019121063359551934,0.764524,0.01904009096616927
Lightning7,0.7397279999999998,0.015003946680790385,0.732324,0.018523420418486456
Mallat,0.947974,0.0034122520422735815,0.947818,0.003419879530041963
Meat,0.96667,0.0,0.9665800000000001,1.1102230246251565e-16
MedicalImages,0.6197380000000001,0.1398483002971434,0.571904,0.1329603669670026
MelbournePedestrian,0.8491199999999999,0.05870993851129466,0.84185,0.0686955215425285
MiddlePhalanxOutlineAgeGroup,0.483116,0.043386893689223695,0.43185399999999996,0.019526855968127584
MiddlePhalanxOutlineCorrect,0.8323020000000001,0.01005267805114637,0.828012,0.010592154455067185
MiddlePhalanxTW,0.502596,0.028036645733753546,0.364742,0.023140441136676713
MixedShapesRegularTrain,0.9283300000000001,0.05056679107873073,0.92638,0.052310349645170624
MixedShapesSmallTrain,0.90334,0.003220608638130354,0.8992979999999999,0.00329947510977126
MoteStrain,0.93706,0.0009329523031752291,0.936506,0.0009422653554068627
NonInvasiveFetalECGThorax1,0.9205099999999999,0.0029561123118041037,0.912964,0.0030251981753266883
NonInvasiveFetalECGThorax2,0.9447319999999999,0.0015968769520535839,0.9387440000000001,0.0016451942134592897
OSULeaf,0.723966,0.013173058262985107,0.72021,0.01422722741787732
OliveOil,0.893334,0.013331999999999988,0.857808,0.03140399999999999
PLAID,0.9318439999999999,0.005344779134819324,0.880522,0.0058209325713325455
PhalangesOutlinesCorrect,0.829138,0.0028166746350972273,0.813686,0.0033536821554822466
Phoneme,0.175632,0.0036208418910524164,0.113408,0.002553299042415522
PickupGestureWiimoteZ,0.788,0.009797958971132722,0.77544,0.01611764250751333
PigAirwayPressure,0.17788600000000002,0.008599917674024559,0.17486000000000002,0.00882496005656683
PigArtPressure,0.6048060000000001,0.011128871640916707,0.586686,0.011068296345870058
PigCVP,0.595192,0.014705572277201628,0.588264,0.014393843961916496
Plane,1.0,0.0,1.0,0.0
PowerCons,0.965556,0.006480245674355242,0.96555,0.006484362728904065
ProximalPhalanxOutlineAgeGroup,0.830246,0.0036518576094913633,0.7482239999999999,0.007948898288442249
ProximalPhalanxOutlineCorrect,0.9024059999999998,0.008303535632488113,0.87935,0.011126859395175255
ProximalPhalanxTW,0.726828,0.08191733623598857,0.46465999999999996,0.05343178267660549
RefrigerationDevices,0.512534,0.009450089100109044,0.505962,0.009457444475121165
Rock,0.884,0.023323807579381222,0.881098,0.028547459011267557
ScreenType,0.4144,0.010877091523012932,0.41529999999999995,0.01028885221975707
SemgHandGenderCh2,0.919998,0.0027872739370216207,0.9128080000000001,0.0027849122068747687
SemgHandMovementCh2,0.5537799999999999,0.009152427000528329,0.5518639999999999,0.0102527842072288
SemgHandSubjectCh2,0.884,0.0038233859339595654,0.884342,0.003666690060531424
ShakeGestureWiimoteZ,0.86,0.0,0.84207,0.0
ShapeletSim,0.9033340000000001,0.013426912675667504,0.903166,0.013460360470656064
ShapesAll,0.86,0.0010562007384962418,0.8516179999999999,0.0016885307222552833
SmallKitchenAppliances,0.8106679999999999,0.0050585903174698525,0.809882,0.004908317023176041
SmoothSubspace,0.968002,0.0026639999999999997,0.967994,0.0026680000000000263
SonyAIBORobotSurface1,0.79634,0.005002895161803822,0.795896,0.0050995199774096405
SonyAIBORobotSurface2,0.87723,0.0031148033645802095,0.873174,0.003230564037439873
StarLightCurves,0.9745039999999999,0.0003839062385531216,0.964442,0.0005556041756502397
Strawberry,0.976758,0.0021635008666510986,0.9749300000000002,0.002327565251502097
SwedishLeaf,0.95936,0.0031353468707624467,0.9599040000000001,0.003134891385678291
Symbols,0.9638179999999998,0.0034217328943095576,0.963768,0.003401355024104354
SyntheticControl,0.988668,0.002663999999999994,0.988654,0.002664534480917841
ToeSegmentation1,0.917544,0.005115117202958331,0.9171940000000001,0.005243924484582111
ToeSegmentation2,0.8846160000000001,0.012872612166922497,0.8317540000000001,0.015184735229828676
Trace,1.0,0.0,1.0,0.0
TwoLeadECG,0.993854,0.0007826263476270273,0.993854,0.0007826263476270273
TwoPatterns,0.9985000000000002,0.00047434164902525143,0.9984999999999999,0.00047661305059763624
UMD,0.99306,0.0,0.99305,0.0
UWaveGestureLibraryAll,0.9686199999999999,0.0007179415017952369,0.9683999999999999,0.0007173004949113157
UWaveGestureLibraryX,0.80497,0.0029143232490580107,0.784614,0.003816174000225888
UWaveGestureLibraryY,0.7335,0.004113553208602008,0.7248819999999999,0.004204275918633289
UWaveGestureLibraryZ,0.7317160000000001,0.009109855322671173,0.71752,0.010463196452327529
Wafer,0.9971119999999999,0.00025599999999998123,0.9924719999999999,0.000678510132569887
Wine,0.937036,0.009068011027783283,0.9367700000000001,0.00918558653543694
WordSynonyms,0.712856,0.00401491519213046,0.584268,0.007837873180908228
Worms,0.662336,0.021731646601212698,0.651736,0.023301390173120582
WormsTwoClass,0.706494,0.010387999999999974,0.703204,0.010599952075363387
Yoga,0.8942019999999999,0.0025092899394051618,0.89329,0.002526839923699155
