Dataset,Accuracy Mean,Accuracy Std,F1 Mean,F1 Std
ACSF1,0.924,0.0048989794855663,0.921098,0.0045523549949449
Adiac,0.8148340000000001,0.006182878294128,0.7889440000000001,0.0059083994448581
AllGestureWiimoteX,0.6677139999999999,0.0053127040196118,0.6536120000000001,0.0052876588392217
AllGestureWiimoteY,0.6265700000000001,0.1040078647026271,0.614708,0.1084266353623499
AllGestureWiimoteZ,0.6428559999999999,0.0023880670007351,0.634252,0.0018903481160886
ArrowHead,0.912,0.0045725004100601,0.912666,0.0045491124409053
BME,0.949334,0.0032627203373871,0.950114,0.0031647407476758
Beef,0.8,0.0,0.79939,0.0
BeetleFly,0.95,0.0,0.94987,0.0
BirdChicken,0.91,0.0199999999999999,0.909166,0.020352
CBF,0.99333,0.0,0.99333,0.0
Car,0.9,0.0,0.89452,0.0
Chinatown,0.98542,1.1102230246251563e-16,0.98198,1.1102230246251563e-16
ChlorineConcentration,0.69875,0.0774898705638356,0.6655599999999999,0.0692777311984161
CinCECGTorso,0.8440580000000001,0.0049010341765794,0.844604,0.0047839088620081
Coffee,1.0,0.0,1.0,0.0
Computers,0.7487999999999999,0.008908422980528,0.74866,0.008913228371359
CricketX,0.788718,0.0038386737292976,0.7858080000000001,0.0042495948042137
CricketY,0.7343599999999999,0.0621029516206757,0.731426,0.0679578082636572
CricketZ,0.8102560000000001,0.0097292745875527,0.793774,0.0111189614622949
Crop,0.7087600000000001,0.0014599589035311,0.6879480000000001,0.0014402138730063
DiatomSizeReduction,0.9633959999999998,0.0032039325835603,0.953394,0.0024060723181151
DistalPhalanxOutlineAgeGroup,0.68777,0.0097606577647205,0.6674439999999999,0.0085834342777235
DistalPhalanxOutlineCorrect,0.767392,0.0062322689287289,0.747872,0.0081026252535829
DistalPhalanxTW,0.6345319999999999,0.0367959336883846,0.482162,0.0312612695839436
DodgerLoopDay,0.645,0.0061237243569579,0.626962,0.0100905428991704
DodgerLoopGame,0.89855,0.0045853026072441,0.897772,0.0046991548176241
DodgerLoopWeekend,0.98551,0.0,0.98154,1.1102230246251563e-16
ECG200,0.8800000000000001,0.0063245553203367,0.8651200000000001,0.0071389354948759
ECG5000,0.935512,0.001075144641432,0.603906,0.008230056135896
ECGFiveDays,0.99768,1.1102230246251563e-16,0.99768,1.1102230246251563e-16
EOGHorizontalSignal,0.560222,0.0032228025071356,0.537458,0.0031660663290587
EOGVerticalSignal,0.4629819999999999,0.0071199393255841,0.41228,0.0095790542330649
Earthquakes,0.742444,0.0166559017768477,0.552846,0.0340391619168275
ElectricDevices,0.756842,0.0043558989887277,0.663902,0.0056926352421352
EthanolLevel,0.5327999999999999,0.0048332183894378,0.475832,0.0062741227275213
FaceAll,0.7875720000000002,0.0006499661529649,0.8382820000000001,0.0009048403174041
FaceFour,0.968182,0.0045439999999999,0.971652,0.004184
FacesUCR,0.955024,0.000947261315583,0.945792,0.0010489118170752
FiftyWords,0.73978,0.1138661970911472,0.607608,0.1200332089715175
Fish,0.939428,0.0028022162657439,0.934056,0.0032863268248912
FordA,0.94091,0.0020333322404368,0.940828,0.0020370704455172
FordB,0.804692,0.0016390167784375,0.8046719999999998,0.0016451796254512
FreezerRegularTrain,0.99523,0.0004747630988187,0.99523,0.0004747630988187
FreezerSmallTrain,0.906666,0.0034533033460731,0.906506,0.003441933177736
Fungi,0.03763,0.0,0.00403,0.0
GestureMidAirD1,0.6846179999999998,0.0048667459354274,0.67237,0.0056131417227787
GestureMidAirD2,0.62923,0.0089710913494401,0.6232059999999999,0.0096228947827564
GestureMidAirD3,0.34923,0.0078466069099961,0.3116059999999999,0.012464301986072
GesturePebbleZ1,0.90116,0.0,0.8931799999999999,1.1102230246251563e-16
GesturePebbleZ2,0.855696,0.0047369382516558,0.854312,0.0047968339558504
GunPoint,0.99333,0.0,0.99333,0.0
GunPointAgeSpan,0.984812,0.0012639999999999,0.984804,0.001268
GunPointMaleVersusFemale,0.99684,0.0,0.99683,1.1102230246251563e-16
GunPointOldVersusYoung,0.98413,1.1102230246251563e-16,0.98407,0.0
Ham,0.67619,0.0060209766649606,0.673964,0.0064185375281289
HandOutlines,0.927566,0.0039728005235601,0.919792,0.0044237151807049
Haptics,0.467532,0.0050310054661071,0.4587759999999999,0.0054783705606685
Herring,0.5843719999999999,0.0211956659720802,0.5639759999999999,0.0215096913971353
HouseTwenty,0.9479,0.0062859844097802,0.945686,0.0065558938368463
InlineSkate,0.436362,0.0011479094040907,0.440824,0.0011512706024215
